LTE/5g Category,Time,Packet Loss Rate,Packet delay,IoT,LTE/5G,GBR,Non-GBR,AR/VR/Gaming,Healthcare,Industry 4.0,IoT Devices,Public Safety,Smart City & Home,Smart Transportation,Smartphone,slice Type,LOS
10,0,0.01040675481800032,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
12,17,0.0016527394035771646,100,0,1,1,0,1,0,0,0,0,0,0,0,1,0
9,18,1.1501920816379525e-05,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
18,6,0.000341976485647482,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3,16,0.009844866621703273,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
6,13,0.00016308317624422105,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
20,13,0.0009349284728161578,100,0,1,1,0,1,0,0,0,0,0,0,0,1,1
20,0,0.010048497982496359,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
8,11,0.00029857851271845686,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3,9,0.0005908896583832637,50,0,1,0,1,1,0,0,0,0,0,0,0,1,1
1,21,0.00104719363784273,10,1,0,0,1,0,0,0,0,1,0,0,0,3,0
11,14,-0.000502008690749851,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
5,17,-0.0006060943063938661,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
2,17,0.0005800554367500339,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
10,2,0.010395831346981467,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
11,20,0.010312059908526077,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
11,5,0.00131417275463214,100,0,1,1,0,1,0,0,0,0,0,0,0,1,0
3,23,0.0009938766135765427,100,0,1,1,0,1,0,0,0,0,0,0,0,1,1
15,8,0.009551372814257084,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
8,20,0.0010379022790968633,150,0,1,0,1,0,0,0,0,0,0,0,1,1,0
9,5,0.0006614191442439442,150,0,1,0,1,0,0,0,0,0,0,0,1,1,1
8,7,0.0014875598667088755,50,0,1,0,1,1,0,0,0,0,0,0,0,1,0
8,19,0.0009264713092489307,50,0,1,0,1,1,0,0,0,0,0,0,0,1,1
9,14,-0.00041174859839625575,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
19,9,-0.00015969292082649672,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
9,15,0.00020746572713781217,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
13,13,-0.00028086227640198734,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
4,3,0.009588889802216784,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
11,10,0.010121843605745957,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
6,23,0.0011224832855543615,50,1,0,1,0,0,0,1,0,0,0,0,0,2,0
17,23,0.009746528412314435,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
6,11,-0.00023451915280916138,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
10,17,0.00011702496867881814,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
17,6,-0.0007230421707486621,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
3,5,-0.0007027318871882777,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
15,11,0.000640777889373782,150,0,1,0,1,0,0,0,0,0,0,0,1,1,1
9,11,0.0008932764241440763,50,1,0,1,0,0,0,1,0,0,0,0,0,2,1
10,17,0.0011554537827990023,100,0,1,1,0,1,0,0,0,0,0,0,0,1,0
12,5,0.001737678108474776,50,1,0,1,0,0,0,1,0,0,0,0,0,2,0
5,14,0.01042882981160101,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
19,3,0.009920030735018287,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
13,5,0.009990491896048656,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
20,9,-0.0005002646823189044,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
20,17,-8.256567996194964e-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
22,3,0.00985567068053993,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
18,11,0.010161359280169044,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
7,2,0.0005863845282238385,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
19,6,0.00026067325712058616,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1,0,0.0007673694565012889,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
17,6,-5.3380074228428804e-05,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
2,9,0.010200855861049471,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
8,13,0.010345071995855557,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
8,0,0.0007993897640570819,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
4,6,0.0011120462409052083,50,1,0,1,0,0,0,1,0,0,0,0,0,2,0
13,21,7.29620039089743e-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
5,1,0.010048838049274415,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
16,4,-0.0003855048919277332,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
7,18,1.3255087129471358e-05,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
10,20,0.010248999145622726,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
9,19,0.0007265718038975209,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
2,7,0.00048063541304260347,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
17,11,0.0020765912287557782,100,0,1,1,0,0,0,0,0,0,0,0,1,1,0
5,23,-0.0003826737814440247,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
19,0,0.001436160318360339,50,1,0,1,0,0,0,1,0,0,0,0,0,2,0
10,21,0.0010916710028691758,50,0,1,0,1,1,0,0,0,0,0,0,0,1,0
14,16,0.011094901466608836,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
4,5,0.0005958508573224243,50,0,1,0,1,1,0,0,0,0,0,0,0,1,1
6,11,-0.000418860921090388,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
14,22,0.0007003036772779889,150,0,1,0,1,0,0,0,0,0,0,0,1,1,1
11,13,-0.0010609478621549035,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
13,13,0.0007371224891596195,50,1,0,1,0,0,0,1,0,0,0,0,0,2,1
14,1,-0.00037856633077684894,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
15,4,7.619689323810382e-05,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
20,17,0.01017087798788858,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
15,8,0.0009390854196079432,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
5,11,0.00047621191909302514,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
13,13,0.009711548172168799,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
6,4,0.00955079266432582,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
16,8,0.010245959585753254,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
12,11,0.00933988339648968,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
2,14,0.0009167293829271769,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
20,5,0.0005907200603606435,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
3,18,0.009765412173947647,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
15,10,0.009143432735454562,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
1,8,0.010676936187082707,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
9,4,0.009942730077373691,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
14,2,0.0006199081559867309,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
4,22,-0.0007962138293971836,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
9,7,0.0007003124885231136,100,0,1,1,0,1,0,0,0,0,0,0,0,1,1
1,9,3.6218498590915832e-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
7,17,2.449029688237103e-05,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
8,12,-0.00022403273573962183,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
3,13,0.0013114249661737493,100,0,1,1,0,1,0,0,0,0,0,0,0,1,0
21,5,-0.0005328102146912972,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
7,23,-7.018974251064675e-05,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
19,19,6.114781585594944e-05,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
17,5,0.0012572194170293745,50,1,0,1,0,0,0,1,0,0,0,0,0,2,0
4,15,0.010355807439044445,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
3,11,-0.0005613210459189346,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
1,19,-0.0007660570853678111,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
2,23,0.0006398384109492545,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
2,20,0.00016715700598979582,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
6,5,0.0006257567317217232,50,1,0,1,0,0,0,1,0,0,0,0,0,2,1
10,17,0.010775575987761262,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
10,21,0.010057837317146429,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
12,13,0.0005906485920319132,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
9,2,3.475924070505447e-05,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
12,5,0.0010313739624409936,10,1,0,0,1,0,0,1,0,0,0,0,0,3,0
10,10,0.0008786704212216022,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
10,7,0.009875517925760463,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
5,16,0.00048678547547717775,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
11,3,0.00032368797479257383,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
10,10,0.0016843157787661744,100,0,1,1,0,0,0,0,0,0,0,0,1,1,0
13,16,-0.0004814617302900522,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
8,6,0.0003440257299992197,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
2,21,0.010529212243424794,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
15,16,-0.0008783697432115571,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
14,3,0.009408370743667113,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
18,22,-0.0010186160888800504,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
20,12,-0.00013370341722227888,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
11,9,0.0013587711278979812,150,0,1,0,1,0,0,0,0,0,0,0,1,1,0
19,2,0.0007521785260480141,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
19,5,0.010037047390209887,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
6,1,0.010814307772785647,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
20,14,0.0003099492708925543,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
6,20,0.009148308780322422,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
2,18,0.009972226150551692,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
4,7,0.0011920327244696537,150,0,1,0,1,0,0,0,0,0,0,0,1,1,0
1,19,-1.5347374047046555e-05,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3,2,-0.0010327210500199384,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
19,15,0.0009554399802436058,100,0,1,1,0,1,0,0,0,0,0,0,0,1,1
10,7,-0.0006512347502524266,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
9,4,0.00033583627441501925,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
14,15,0.0011832991230484242,150,0,1,0,1,0,0,0,0,0,0,0,1,1,0
15,13,0.009530060106836323,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
3,7,0.0007430665413316532,100,0,1,1,0,1,0,0,0,0,0,0,0,1,1
11,3,0.00047039323905552423,150,0,1,0,1,0,0,0,0,0,0,0,1,1,1
16,17,0.0009686604513634141,50,0,1,0,1,1,0,0,0,0,0,0,0,1,1
1,9,0.0014775711602506192,50,0,1,0,1,1,0,0,0,0,0,0,0,1,0
11,16,-0.0004918630231677719,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
6,11,0.00025302325775892223,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
9,6,0.00973487119081378,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
16,2,-0.0003954364161311721,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
17,22,0.009946484820022722,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
17,7,0.0004823788387903129,150,0,1,0,1,0,0,0,0,0,0,0,1,1,1
20,22,0.00972317534732641,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
5,0,-0.0005979389462944242,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
7,9,0.0009833625664581946,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
17,12,0.010017631775985865,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
10,21,-0.0003488627539962928,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
18,23,0.00010798995536711101,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
18,2,-5.516402484541491e-05,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
20,5,0.009889515200233389,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
14,7,0.0013070833500217127,150,0,1,0,1,0,0,0,0,0,0,0,1,1,0
16,14,0.0003797538550236526,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
12,11,0.009734749426194737,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
1,18,-0.00028690912032234,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
10,14,0.009862474151424178,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
3,3,-0.0011499605823677924,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
18,2,0.009242404468900725,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
8,21,0.0006844371337222624,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
19,12,0.001822483856750642,50,1,0,1,0,0,0,1,0,0,0,0,0,2,0
20,4,0.0008754819802218108,100,0,1,1,0,1,0,0,0,0,0,0,0,1,1
7,15,0.00028927848152788323,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
2,4,0.0011556250772717682,50,1,0,1,0,0,0,1,0,0,0,0,0,2,0
10,14,0.0015404404042276187,300,0,1,1,0,0,0,0,0,0,0,0,1,1,0
4,15,0.0015597874557172885,150,0,1,0,1,0,0,0,0,0,0,0,1,1,0
3,16,0.0009360412042596168,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
20,12,-0.00047677022030021286,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
18,4,0.009196776839871214,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
18,6,0.00010273181793361155,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
18,3,0.009621824627357849,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
7,1,0.00028887314520116287,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
10,16,0.0006767135578787367,50,1,0,1,0,0,0,1,0,0,0,0,0,2,1
2,14,0.009459225998192803,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
4,21,0.0008445708175362824,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
11,1,0.0004418198784747253,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1,23,0.009996013679341692,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
2,17,0.000740972069445013,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
14,12,3.968415382380915e-05,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
5,18,-0.0004296421006641318,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
10,3,0.0007625620386348287,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
20,1,0.01026945502184233,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
11,22,0.0004813769228367718,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
7,11,-9.41693390418041e-05,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
10,15,0.009562190873307622,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
8,3,-0.000690399865482168,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
10,23,0.010463088773765821,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
19,19,0.010954708320235065,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
6,11,0.00030071621309042944,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
16,0,0.00028248461834528546,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
18,8,-0.00032432128456091343,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
17,19,-0.00024256269188234803,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
13,11,-0.0002951969621194346,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
5,6,0.000568004615160092,100,0,1,1,0,1,0,0,0,0,0,0,0,1,1
13,17,0.010024260813972414,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
13,14,-0.0004144750582055189,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
8,3,0.0001362284128899194,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
1,13,-2.4119054724568475e-05,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
18,20,0.0008805259765667952,150,0,1,0,1,0,0,0,0,0,0,0,1,1,1
22,19,-0.0004527818310207989,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
6,4,-0.0002873856652841663,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
9,7,0.001377695612912878,150,0,1,0,1,0,0,0,0,0,0,0,1,1,0
8,9,0.0012504585938121905,150,0,1,0,1,0,0,0,0,0,0,0,1,1,0
1,5,-0.00048777762239927546,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
18,23,0.001049666152714613,100,0,1,1,0,1,0,0,0,0,0,0,0,1,0
16,10,0.00037669356168589457,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
6,7,0.00016529735943931415,50,0,1,0,1,1,0,0,0,0,0,0,0,1,1
4,2,0.00027268009618996753,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
18,17,0.0006686881205270767,50,0,1,0,1,1,0,0,0,0,0,0,0,1,1
12,12,0.0002862993342965797,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
13,22,0.0006183704217287416,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3,6,-0.0009014410503322595,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
22,3,-0.0008127712189415813,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
3,5,0.001024042473330691,50,0,1,0,1,1,0,0,0,0,0,0,0,1,0
16,0,0.001129861250860741,150,0,1,0,1,0,0,0,0,0,0,0,1,1,0
6,18,0.0005478416874477957,50,0,1,0,1,1,0,0,0,0,0,0,0,1,1
4,1,0.000320296229388687,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
4,19,-0.0008297600311344799,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
11,3,0.0009669601006763417,50,0,1,0,1,1,0,0,0,0,0,0,0,1,1
4,20,-0.0006045080998812283,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1,9,0.00967408194609892,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
13,9,2.4699335658207008e-05,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
10,20,-0.00042920668264197616,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
12,1,-0.00019127777211491267,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
20,22,0.01050314640460722,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
18,19,-0.00028744593476157435,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
22,12,0.00041884605603257095,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
1,7,0.00043514657267119093,100,0,1,1,0,1,0,0,0,0,0,0,0,1,1
8,8,0.0012649020889576414,50,1,0,1,0,0,0,1,0,0,0,0,0,2,0
17,13,0.0007217843103289502,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
1,7,-0.0002358222500636446,150,0,1,0,1,0,0,0,0,0,0,0,1,1,1
3,18,-0.0003974476277352384,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
9,10,0.00028953606359027005,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
9,11,0.0008984773069785037,50,0,1,0,1,1,0,0,0,0,0,0,0,1,1
12,21,0.0011855729366856544,50,0,1,0,1,1,0,0,0,0,0,0,0,1,0
11,11,-0.00030099259335791026,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
6,19,4.429489373644995e-05,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
2,16,-7.683861769603974e-05,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
18,15,0.0005848910308299038,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
5,3,0.010127210421650606,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
14,13,0.001168801331037601,50,1,0,1,0,0,0,1,0,0,0,0,0,2,0
15,8,0.009794061516938766,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
8,17,0.009756196887963753,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
16,23,-0.00021527909390981045,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
17,9,0.00019822607118914843,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
5,16,-0.00020949224041013148,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
11,10,0.00014588742844820645,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
18,4,0.0010387003993227192,10,1,0,0,1,0,0,0,0,0,0,1,0,3,0
5,16,0.0014355623517158462,100,0,1,1,0,0,0,0,0,0,0,0,1,1,0
11,8,0.009836988233916079,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
14,5,0.010600606961081973,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
6,22,-0.0002030376865107757,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
16,4,-0.001018062267588927,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
1,4,0.009495956844541298,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
1,12,-0.0009343959605129278,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
17,5,-0.00017475674202065434,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
10,3,0.010009209189594775,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
12,15,0.0018382186561376414,50,1,0,1,0,0,0,1,0,0,0,0,0,2,0
5,23,0.0011634636868820814,100,0,1,1,0,1,0,0,0,0,0,0,0,1,0
15,15,0.0008904497355955679,50,1,0,1,0,0,0,1,0,0,0,0,0,2,1
10,20,0.00041570279059174463,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
15,0,-0.0011045676545039427,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
19,13,0.001117807279054283,50,0,1,0,1,1,0,0,0,0,0,0,0,1,0
19,12,0.0013854325969434834,50,1,0,1,0,0,0,1,0,0,0,0,0,2,0
6,12,-0.0007382931228899208,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
4,23,0.0005728770216034645,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
5,0,0.0011692482037472072,50,1,0,1,0,0,0,1,0,0,0,0,0,2,0
18,11,0.009792356043049599,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
17,19,0.0003173909330531425,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
13,21,0.001136346428902198,300,0,1,1,0,0,0,0,0,0,0,0,1,1,0
17,4,9.193312752924758e-05,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
7,3,0.010124110293150168,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
17,18,0.0007703195502298779,50,0,1,0,1,1,0,0,0,0,0,0,0,1,1
4,8,0.0005750778152676041,50,1,0,1,0,0,0,1,0,0,0,0,0,2,1
20,19,0.010415167908272124,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
11,7,0.009571958087045567,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
7,15,3.678311860969623e-05,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
20,23,-0.00023782872338255835,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
1,4,0.00024048991287319593,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
11,4,0.00016783105264347415,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
1,7,0.0005197699721289496,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
11,11,0.009744991800572627,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
2,22,0.0008650625323533144,100,0,1,1,0,1,0,0,0,0,0,0,0,1,1
12,18,-0.0004883818578911537,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
2,9,0.0007778533699619442,50,0,1,0,1,1,0,0,0,0,0,0,0,1,1
18,21,0.0001896502465224261,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
8,15,0.001378494308322676,150,0,1,0,1,0,0,0,0,0,0,0,1,1,0
11,3,0.009538917337911188,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
17,8,0.01043480296005283,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
4,9,0.0006788189294024755,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
11,3,0.0012067174516118505,150,0,1,0,1,0,0,0,0,0,0,0,1,1,0
8,11,0.0019383979062790328,100,0,1,1,0,0,0,0,0,0,0,0,1,1,0
13,15,0.009613105400448213,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
13,20,-0.0006213273516557085,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
13,19,-0.0008883601244521393,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
15,11,0.0007490221557445916,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
1,1,0.01032718282817703,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
8,10,-2.6792335455227534e-05,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
11,5,0.00014098431315991014,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
10,22,0.009437255476350812,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
9,14,0.001223875989808413,10,1,0,0,1,0,0,0,0,1,0,0,0,3,0
18,15,6.561059098761375e-05,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
9,2,5.569739730244644e-05,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
18,12,0.010362883311949346,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
4,19,0.0012405046158683567,50,0,1,0,1,1,0,0,0,0,0,0,0,1,0
8,18,0.0011119420121395657,100,0,1,1,0,1,0,0,0,0,0,0,0,1,0
1,23,0.009604762772277344,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
12,12,0.001235734178567998,50,1,0,1,0,0,0,1,0,0,0,0,0,2,0
19,19,0.010941012248237517,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
3,10,0.01067271002307749,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
4,6,0.0017965933133196985,100,0,1,1,0,0,0,0,0,0,0,0,1,1,0
12,21,0.0007443921617844075,50,0,1,0,1,1,0,0,0,0,0,0,0,1,1
6,0,0.00950519758987071,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
10,15,0.000937106539950176,50,0,1,0,1,1,0,0,0,0,0,0,0,1,1
